id,user_id,scenario_type,actor_id,actor_name,event_type,hand,event_datetime
0,"ALE","T2_BasicEmergency","5","BP_WalkieTalkie","start_detection","Left","2024-10-21 16:45:24.158"
1,"ALE","T2_BasicEmergency","5","BP_WalkieTalkie","grab","Left","2024-10-21 16:45:24.431"
2,"ALE","T2_BasicEmergency","5","BP_WalkieTalkie","stop_detection","Left","2024-10-21 16:45:24.453"
3,"ALE","T2_BasicEmergency","5","BP_WalkieTalkie","release","Left","2024-10-21 16:45:41.858"
4,"ALE","T2_BasicEmergency","3","BP_Dosimeter_SABG101","start_detection","Right","2024-10-21 16:45:50.440"
5,"ALE","T2_BasicEmergency","3","BP_Dosimeter_SABG101","grab","Right","2024-10-21 16:45:50.690"
6,"ALE","T2_BasicEmergency","3","BP_Dosimeter_SABG101","stop_detection","Right","2024-10-21 16:45:50.719"
7,"ALE","T2_BasicEmergency","3","BP_Dosimeter_SABG101","release","Right","2024-10-21 16:45:59.850"
8,"ALE","T2_BasicEmergency","4","BP_Dosimeter_EPD3","start_detection","Left","2024-10-21 16:46:5.474"
9,"ALE","T2_BasicEmergency","4","BP_Dosimeter_EPD3","grab","Left","2024-10-21 16:46:5.715"
10,"ALE","T2_BasicEmergency","4","BP_Dosimeter_EPD3","stop_detection","Left","2024-10-21 16:46:5.739"
11,"ALE","T2_BasicEmergency","4","BP_Dosimeter_EPD3","release","Left","2024-10-21 16:46:9.854"
