id,user_id,scenario_type,actor_id,dose_rate,dose_absortion,event_datetime
0,"AA","S2_BasicEmergency","3","0.021684","0.013055","2024-10-22 14:8:50.835"
1,"AA","S2_BasicEmergency","3","0.021684","0.013055","2024-10-22 14:8:50.957"
2,"AA","S2_BasicEmergency","3","0.021684","0.013081","2024-10-22 14:8:55.215"
3,"AA","S2_BasicEmergency","3","0.021684","0.013084","2024-10-22 14:8:55.688"
4,"AA","S2_BasicEmergency","3","0.021684","0.013087","2024-10-22 14:8:56.193"
5,"AA","S2_BasicEmergency","3","0.021684","0.01309","2024-10-22 14:8:56.740"
6,"AA","S2_BasicEmergency","3","0.021684","0.013093","2024-10-22 14:8:57.248"
7,"AA","S2_BasicEmergency","3","0.021684","0.013096","2024-10-22 14:8:57.756"
8,"AA","S2_BasicEmergency","3","0.021684","0.013098","2024-10-22 14:8:58.48"
9,"AA","S2_BasicEmergency","3","0.021684","0.0131","2024-10-22 14:8:58.280"
10,"AA","S2_BasicEmergency","3","0.021684","0.013103","2024-10-22 14:8:58.782"
11,"AA","S2_BasicEmergency","3","0.021684","0.013106","2024-10-22 14:8:59.301"
12,"AA","S2_BasicEmergency","3","0.021684","0.013107","2024-10-22 14:8:59.409"
13,"AA","S2_BasicEmergency","3","0.021684","0.013114","2024-10-22 14:9:0.700"
14,"AA","S2_BasicEmergency","3","0.021684","0.013123","2024-10-22 14:9:2.154"
15,"AA","S2_BasicEmergency","3","0.021684","0.013124","2024-10-22 14:9:2.262"
16,"AA","S2_BasicEmergency","2","0.015944","0.001799","2024-10-22 14:9:3.338"
17,"AA","S2_BasicEmergency","2","0.015944","0.001801","2024-10-22 14:9:3.790"
18,"AA","S2_BasicEmergency","2","0.015944","0.001804","2024-10-22 14:9:4.309"
19,"AA","S2_BasicEmergency","2","0.015944","0.001806","2024-10-22 14:9:4.824"
20,"AA","S2_BasicEmergency","2","0.015944","0.001808","2024-10-22 14:9:5.363"
21,"AA","S2_BasicEmergency","2","0.015944","0.001811","2024-10-22 14:9:5.904"
22,"AA","S2_BasicEmergency","2","0.015944","0.001813","2024-10-22 14:9:6.429"
23,"AA","S2_BasicEmergency","3","0.021684","0.013151","2024-10-22 14:9:6.836"
24,"AA","S2_BasicEmergency","3","0.021684","0.013152","2024-10-22 14:9:6.948"
25,"AA","S2_BasicEmergency","3","0.021684","0.013155","2024-10-22 14:9:7.433"
26,"AA","S2_BasicEmergency","3","0.021684","0.013158","2024-10-22 14:9:7.958"
27,"AA","S2_BasicEmergency","3","0.021684","0.013161","2024-10-22 14:9:8.481"
28,"AA","S2_BasicEmergency","3","0.021684","0.013164","2024-10-22 14:9:8.984"
29,"AA","S2_BasicEmergency","3","0.021684","0.013167","2024-10-22 14:9:9.496"
30,"AA","S2_BasicEmergency","3","0.021684","0.01317","2024-10-22 14:9:10.15"
31,"AA","S2_BasicEmergency","3","0.021684","0.013173","2024-10-22 14:9:10.525"
32,"AA","S2_BasicEmergency","2","0.015913","0.001895","2024-10-22 14:9:25.30"
33,"AA","S2_BasicEmergency","2","0.015913","0.001897","2024-10-22 14:9:25.517"
