id,user_id,scenario_type,actor_id,dose_rate,dose_absortion,event_datetime
0,"AB","S2_BasicEmergency","6","0.02173","0.01097","2024-10-25 14:1:12.267"
1,"AB","S2_BasicEmergency","6","0.02173","0.01097","2024-10-25 14:1:12.288"
2,"AB","S2_BasicEmergency","6","0.02173","0.01097","2024-10-25 14:1:12.310"
3,"AB","S2_BasicEmergency","6","0.02173","0.01097","2024-10-25 14:1:12.382"
4,"AB","S2_BasicEmergency","6","0.02173","0.01097","2024-10-25 14:1:12.408"
5,"AB","S2_BasicEmergency","6","0.02173","0.01097","2024-10-25 14:1:12.430"
6,"AB","S2_BasicEmergency","6","0.02173","0.010971","2024-10-25 14:1:12.496"
7,"AB","S2_BasicEmergency","6","0.02173","0.010978","2024-10-25 14:1:13.573"
8,"AB","S2_BasicEmergency","6","0.02173","0.010979","2024-10-25 14:1:13.687"
9,"AB","S2_BasicEmergency","6","0.02173","0.010979","2024-10-25 14:1:13.736"
10,"AB","S2_BasicEmergency","6","0.02173","0.01098","2024-10-25 14:1:13.911"
11,"AB","S2_BasicEmergency","6","0.02173","0.010981","2024-10-25 14:1:14.58"
12,"AB","S2_BasicEmergency","6","0.02173","0.010984","2024-10-25 14:1:14.580"
13,"AB","S2_BasicEmergency","6","0.02173","0.010984","2024-10-25 14:1:14.637"
14,"AB","S2_BasicEmergency","6","0.02173","0.010999","2024-10-25 14:1:17.79"
15,"AB","S2_BasicEmergency","6","0.02173","0.011","2024-10-25 14:1:17.221"
16,"AB","S2_BasicEmergency","5","0.015944","0.001635","2024-10-25 14:1:19.845"
17,"AB","S2_BasicEmergency","5","0.015944","0.001638","2024-10-25 14:1:20.306"
18,"AB","S2_BasicEmergency","5","0.015944","0.00164","2024-10-25 14:1:20.811"
19,"AB","S2_BasicEmergency","5","0.015944","0.001642","2024-10-25 14:1:21.350"
20,"AB","S2_BasicEmergency","5","0.015944","0.001645","2024-10-25 14:1:21.877"
21,"AB","S2_BasicEmergency","5","0.015944","0.001647","2024-10-25 14:1:22.406"
22,"AB","S2_BasicEmergency","5","0.015944","0.001649","2024-10-25 14:1:22.943"
23,"AB","S2_BasicEmergency","6","0.02173","0.011036","2024-10-25 14:1:23.174"
24,"AB","S2_BasicEmergency","6","0.02173","0.011037","2024-10-25 14:1:23.445"
25,"AB","S2_BasicEmergency","5","0.015944","0.001696","2024-10-25 14:1:33.401"
26,"AB","S2_BasicEmergency","5","0.015944","0.001698","2024-10-25 14:1:33.901"
27,"AB","S2_BasicEmergency","5","0.015944","0.0017","2024-10-25 14:1:34.438"
