id,user_id,scenario_type,actor_id,dose_rate,dose_absortion,event_datetime
0,"AB","T2_BasicEmergency","3","84.661569","3.987195","2024-10-25 13:52:42.995"
1,"AB","T2_BasicEmergency","3","73.010147","3.997751","2024-10-25 13:52:43.473"
2,"AB","T2_BasicEmergency","3","73.020658","4.000154","2024-10-25 13:52:43.590"
3,"AB","T2_BasicEmergency","3","73.020658","4.000154","2024-10-25 13:52:43.614"
4,"AB","T2_BasicEmergency","3","73.020658","4.163134","2024-10-25 13:52:51.648"
5,"AB","T2_BasicEmergency","3","73.020658","4.249874","2024-10-25 13:52:55.901"
6,"AB","T2_BasicEmergency","3","73.020658","4.259936","2024-10-25 13:52:56.486"
7,"AB","T2_BasicEmergency","3","73.020658","4.272034","2024-10-25 13:52:56.983"
8,"AB","T2_BasicEmergency","3","73.020658","4.282425","2024-10-25 13:52:57.507"
9,"AB","T2_BasicEmergency","3","73.020658","4.292659","2024-10-25 13:52:58.2"
10,"AB","T2_BasicEmergency","3","73.020658","4.302806","2024-10-25 13:52:58.501"
11,"AB","T2_BasicEmergency","3","73.020658","4.313058","2024-10-25 13:52:59.18"
