id,user_id,scenario_type,actor_id,dose_rate,dose_absortion,event_datetime
0,"ALE","S2_BasicEmergency","2","0.015944","0.000419","2024-10-21 16:48:9.872"
1,"ALE","S2_BasicEmergency","2","0.015944","0.000421","2024-10-21 16:48:10.292"
2,"ALE","S2_BasicEmergency","2","0.015944","0.000423","2024-10-21 16:48:10.812"
3,"ALE","S2_BasicEmergency","2","0.015944","0.000425","2024-10-21 16:48:11.327"
4,"ALE","S2_BasicEmergency","2","0.015944","0.000427","2024-10-21 16:48:11.827"
5,"ALE","S2_BasicEmergency","2","0.015944","0.00043","2024-10-21 16:48:12.328"
6,"ALE","S2_BasicEmergency","2","0.015944","0.000432","2024-10-21 16:48:12.852"
7,"ALE","S2_BasicEmergency","2","0.015944","0.000434","2024-10-21 16:48:13.355"
8,"ALE","S2_BasicEmergency","2","0.015944","0.000436","2024-10-21 16:48:13.882"
9,"ALE","S2_BasicEmergency","2","0.015944","0.000439","2024-10-21 16:48:14.397"
10,"ALE","S2_BasicEmergency","2","0.015944","0.000441","2024-10-21 16:48:14.916"
11,"ALE","S2_BasicEmergency","3","0.146248","0.004113","2024-10-21 16:48:16.615"
12,"ALE","S2_BasicEmergency","3","0.146248","0.004133","2024-10-21 16:48:17.74"
13,"ALE","S2_BasicEmergency","3","0.146248","0.004154","2024-10-21 16:48:17.601"
14,"ALE","S2_BasicEmergency","3","0.146248","0.004175","2024-10-21 16:48:18.145"
15,"ALE","S2_BasicEmergency","3","0.146248","0.004196","2024-10-21 16:48:18.634"
16,"ALE","S2_BasicEmergency","3","0.146248","0.004217","2024-10-21 16:48:19.147"
17,"ALE","S2_BasicEmergency","3","0.112877","0.004646","2024-10-21 16:48:29.473"
18,"ALE","S2_BasicEmergency","3","0.102937","0.00466","2024-10-21 16:48:29.890"
19,"ALE","S2_BasicEmergency","3","0.093126","0.004674","2024-10-21 16:48:30.391"
20,"ALE","S2_BasicEmergency","3","0.092617","0.004675","2024-10-21 16:48:30.436"
21,"ALE","S2_BasicEmergency","3","0.092617","0.004675","2024-10-21 16:48:30.461"
22,"ALE","S2_BasicEmergency","3","0.094364","0.004684","2024-10-21 16:48:30.775"
23,"ALE","S2_BasicEmergency","3","0.094364","0.004684","2024-10-21 16:48:30.801"
24,"ALE","S2_BasicEmergency","3","0.093205","0.004701","2024-10-21 16:48:31.443"
25,"ALE","S2_BasicEmergency","3","0.092835","0.004702","2024-10-21 16:48:31.500"
26,"ALE","S2_BasicEmergency","3","0.021726","0.004816","2024-10-21 16:48:40.316"
27,"ALE","S2_BasicEmergency","3","0.021726","0.004816","2024-10-21 16:48:40.367"
28,"ALE","S2_BasicEmergency","3","0.021726","0.004819","2024-10-21 16:48:40.787"
29,"ALE","S2_BasicEmergency","3","0.021726","0.004819","2024-10-21 16:48:40.814"
30,"ALE","S2_BasicEmergency","3","0.021726","0.004827","2024-10-21 16:48:42.121"
31,"ALE","S2_BasicEmergency","3","0.021726","0.004827","2024-10-21 16:48:42.148"
32,"ALE","S2_BasicEmergency","3","0.021726","0.004827","2024-10-21 16:48:42.210"
